,Iteration,Time,Fitness,Restarts,max_iters,current_restart
0,0,7.380000000267728e-05,0.0,100,5000,0
1,1,0.004720800000001191,0.0,100,5000,0
2,2,0.004763600000003976,0.0,100,5000,0
3,3,0.004800500000001762,0.0,100,5000,0
4,4,0.00483549999999866,0.0,100,5000,0
5,5,0.004870300000000327,0.0,100,5000,0
6,6,0.0049046999999973195,0.0,100,5000,0
7,7,0.00493860000000268,0.0,100,5000,0
8,8,0.004972399999999766,0.0,100,5000,0
9,9,0.0050066000000015265,0.0,100,5000,0
10,10,0.005040999999998519,0.0,100,5000,0
11,11,0.010080899999998394,0.0,100,5000,1
12,12,0.016196399999998334,0.0,100,5000,1
13,13,0.01623909999999995,0.0,100,5000,1
14,14,0.016276300000001243,0.0,100,5000,1
15,15,0.016311600000001647,0.0,100,5000,1
16,16,0.01635079999999789,0.0,100,5000,1
17,17,0.016386500000002968,0.0,100,5000,1
18,18,0.016421100000002298,0.0,100,5000,1
19,19,0.01645530000000406,0.0,100,5000,1
20,20,0.01648999999999745,0.0,100,5000,1
21,21,0.016525000000001455,0.0,100,5000,2
22,22,0.021979899999998054,0.0,100,5000,2
23,23,0.02730449999999962,0.0,100,5000,2
24,24,0.02734800000000348,0.0,100,5000,2
25,25,0.027390000000004022,0.0,100,5000,2
26,26,0.027457099999999457,0.0,100,5000,2
27,27,0.027493499999998505,0.0,100,5000,2
28,28,0.027543600000001334,0.0,100,5000,2
29,29,0.0275786999999994,0.0,100,5000,2
30,30,0.027613899999998637,0.0,100,5000,2
31,31,0.027648700000000304,0.0,100,5000,3
32,32,0.027683700000004308,0.0,100,5000,3
33,33,0.03294079999999866,0.0,100,5000,3
34,34,0.03745930000000186,0.0,100,5000,3
35,35,0.037503800000003196,0.0,100,5000,3
36,36,0.037542800000004206,0.0,100,5000,3
37,37,0.03757929999999732,0.0,100,5000,3
38,38,0.0376158999999987,0.0,100,5000,3
39,39,0.03765289999999766,0.0,100,5000,3
40,40,0.03768999999999778,0.0,100,5000,3
41,41,0.03772599999999926,0.0,100,5000,4
42,42,0.0377617999999984,0.0,100,5000,4
43,43,0.037797300000001144,0.0,100,5000,4
44,44,0.042315800000004344,0.0,100,5000,4
45,45,0.051599700000004134,0.0,100,5000,4
46,46,0.05164560000000051,0.0,100,5000,4
47,47,0.05168520000000143,0.0,100,5000,4
48,48,0.05172280000000029,0.0,100,5000,4
49,49,0.05176010000000275,0.0,100,5000,4
50,50,0.051797399999998106,0.0,100,5000,4
51,51,0.051833399999999585,0.0,100,5000,5
52,52,0.051922400000002256,0.0,100,5000,5
53,53,0.051993400000000634,0.0,100,5000,5
54,54,0.05203769999999963,0.0,100,5000,5
55,55,0.06425360000000069,0.0,100,5000,5
56,56,0.07179190000000091,0.0,100,5000,5
57,57,0.07183760000000206,0.0,100,5000,5
58,58,0.07187770000000171,0.0,100,5000,5
59,59,0.07191620000000398,0.0,100,5000,5
60,60,0.07195390000000401,0.0,100,5000,5
61,61,0.0719914000000017,0.0,100,5000,6
62,62,0.07202819999999832,0.0,100,5000,6
63,63,0.07206550000000078,0.0,100,5000,6
64,64,0.07210280000000324,0.0,100,5000,6
65,65,0.07213990000000337,0.0,100,5000,6
66,66,0.07747710000000296,0.0,100,5000,6
67,67,0.0832146999999992,0.0,100,5000,6
68,68,0.08326170000000133,0.0,100,5000,6
69,69,0.08330070000000234,0.0,100,5000,6
70,70,0.08333820000000003,0.0,100,5000,6
71,71,0.0833794999999995,0.0,100,5000,7
72,72,0.08341690000000312,0.0,100,5000,7
73,73,0.08345479999999839,0.0,100,5000,7
74,74,0.08349160000000211,0.0,100,5000,7
75,75,0.08352810000000233,0.0,100,5000,7
76,76,0.08356479999999777,0.0,100,5000,7
77,77,0.09000199999999836,0.0,100,5000,7
78,78,0.09488540000000256,0.0,100,5000,7
79,79,0.09493249999999875,0.0,100,5000,7
80,80,0.09497439999999813,0.0,100,5000,7
81,81,0.09501380000000381,0.0,100,5000,8
82,82,0.09505310000000122,0.0,100,5000,8
83,83,0.0950918999999999,0.0,100,5000,8
84,84,0.09512949999999876,0.0,100,5000,8
85,85,0.09516750000000229,0.0,100,5000,8
86,86,0.09520640000000213,0.0,100,5000,8
87,87,0.09524480000000324,0.0,100,5000,8
88,88,0.09969509999999815,0.0,100,5000,8
89,89,0.10458940000000183,0.0,100,5000,8
90,90,0.10463930000000232,0.0,100,5000,8
91,91,0.104682099999998,0.0,100,5000,9
92,92,0.10472349999999864,0.0,100,5000,9
93,93,0.10476520000000278,0.0,100,5000,9
94,94,0.10480530000000243,0.0,100,5000,9
95,95,0.10484509999999858,0.0,100,5000,9
96,96,0.1048846999999995,0.0,100,5000,9
97,97,0.10494150000000246,0.0,100,5000,9
98,98,0.10497960000000006,0.0,100,5000,9
99,99,0.11152930000000083,0.0,100,5000,9
100,100,0.1161839000000029,0.0,100,5000,9
101,101,0.11623140000000376,0.0,100,5000,10
102,102,0.11627380000000187,0.0,100,5000,10
